step,ort_ref_loss,gvsoc_loss,abs_diff
179,0.015872,0.015872,0.0
180,0.006878,0.006878,0.0
181,0.625714,0.625714,0.0
182,0.038072,0.038072,0.0
183,1.077769,1.077768,1e-06
184,0.009859,0.009859,0.0
185,0.184775,0.184775,0.0
186,0.511394,0.511395,1e-06
187,0.116777,0.116777,0.0
188,0.060298,0.060298,0.0
189,0.500465,0.500464,1e-06
190,0.37881,0.378809,1e-06
191,0.000586,0.000586,0.0
192,1.295988,1.29599,2e-06
193,0.342435,0.342435,0.0
194,0.076546,0.076546,0.0
195,0.185887,0.185887,0.0
196,0.110246,0.110246,0.0
197,0.078817,0.078817,0.0
198,0.064943,0.064943,0.0
199,0.005794,0.005795,1e-06
200,0.177852,0.177852,0.0
201,0.025739,0.025738,1e-06
202,0.252627,0.252627,0.0
203,0.112734,0.112734,0.0
204,0.498377,0.498377,0.0
205,0.014087,0.014087,0.0
206,2.013074,2.013073,1e-06
207,1.79837,1.798368,2e-06
208,0.876464,0.876463,1e-06
209,0.265511,0.265511,0.0
210,0.066076,0.066076,0.0
211,0.203416,0.203416,0.0
212,0.014243,0.014244,1e-06
213,0.000263,0.000263,0.0
214,0.354328,0.354327,1e-06
215,0.980013,0.980014,1e-06
216,1.22048,1.220481,1e-06
217,0.93294,0.93294,0.0
218,0.015488,0.015488,0.0
219,1.758707,1.758705,2e-06
220,0.377894,0.377893,1e-06
221,0.009073,0.009072,1e-06
222,0.000598,0.000598,0.0
223,0.222277,0.222278,1e-06
224,0.009378,0.009377,1e-06
225,1.297778,1.297776,2e-06
226,0.390748,0.390748,0.0
227,0.031016,0.031016,0.0
228,0.129123,0.129123,0.0
229,0.058398,0.058398,0.0
230,9.3e-05,9.3e-05,0.0
231,0.003333,0.003333,0.0
232,0.000966,0.000966,0.0
233,0.01573,0.01573,0.0
234,0.007345,0.007345,0.0
235,0.48341,0.483411,1e-06
236,0.037214,0.037214,0.0
237,1.122692,1.122692,0.0
238,0.012178,0.012178,0.0
239,0.192051,0.19205,1e-06
240,0.457488,0.457488,0.0
241,0.1152,0.115201,1e-06
242,0.061258,0.061258,0.0
243,0.44322,0.44322,0.0
244,0.314104,0.314103,1e-06
245,0.000656,0.000656,0.0
246,1.200714,1.200716,2e-06
247,0.32848,0.328479,1e-06
248,0.077376,0.077376,0.0
249,0.182787,0.182786,1e-06
250,0.121095,0.121095,0.0
251,0.085694,0.085695,1e-06
252,0.070997,0.070997,0.0
253,0.005648,0.005648,0.0
254,0.180855,0.180855,0.0
255,0.025615,0.025615,0.0
256,0.207304,0.207304,0.0
257,0.113031,0.113031,0.0
258,0.478653,0.478653,0.0
259,0.01396,0.01396,0.0
260,1.896544,1.896544,0.0
261,1.60898,1.608978,2e-06
262,0.784117,0.784117,0.0
263,0.26553,0.26553,0.0
264,0.070803,0.070803,0.0
265,0.188575,0.188575,0.0
266,0.015463,0.015463,0.0
267,0.000271,0.000271,0.0
268,0.362458,0.362458,0.0
269,0.985081,0.985081,0.0
270,1.11386,1.113861,1e-06
271,0.946671,0.94667,1e-06
272,0.015615,0.015615,0.0
273,1.682931,1.682929,2e-06
274,0.326959,0.326958,1e-06
275,0.009094,0.009094,0.0
276,0.000502,0.000502,0.0
277,0.216728,0.216728,0.0
278,0.009441,0.009441,0.0
279,1.156169,1.156167,2e-06
280,0.39616,0.39616,0.0
281,0.03291,0.032909,1e-06
282,0.122614,0.122614,0.0
283,0.058914,0.058914,0.0
284,9.2e-05,9.3e-05,1e-06
285,0.002617,0.002617,0.0
286,0.001109,0.001109,0.0
287,0.015655,0.015655,0.0
288,0.007773,0.007773,0.0
289,0.391299,0.3913,1e-06
290,0.036669,0.036669,0.0
291,1.148057,1.148057,0.0
292,0.011542,0.011542,0.0
293,0.19745,0.197449,1e-06
294,0.415099,0.415099,0.0
295,0.11414,0.11414,0.0
296,0.0619,0.0619,0.0
297,0.411712,0.411712,0.0
298,0.296527,0.296526,1e-06
299,0.00074,0.00074,0.0
300,1.020914,1.020916,2e-06
301,0.319081,0.319081,0.0
302,0.084096,0.084096,0.0
303,0.177135,0.177135,0.0
304,0.130852,0.130852,0.0
305,0.087408,0.087408,0.0
306,0.080155,0.080155,0.0
307,0.005427,0.005427,0.0
308,0.182854,0.182854,0.0
309,0.025512,0.025512,0.0
310,0.176513,0.176513,0.0
311,0.111375,0.111375,0.0
312,0.48149,0.48149,0.0
313,0.01391,0.01391,0.0
314,1.712774,1.712774,0.0
315,1.45126,1.451258,2e-06
316,0.804493,0.804492,1e-06
317,0.264659,0.264659,0.0
318,0.071494,0.071494,0.0
319,0.206447,0.206447,0.0
320,0.016645,0.016644,1e-06
321,0.000279,0.000278,1e-06
322,0.367271,0.367271,0.0
323,0.98364,0.98364,0.0
324,1.109259,1.10926,1e-06
325,0.946701,0.946701,0.0
326,0.015314,0.015315,1e-06
327,1.726351,1.726349,2e-06
328,0.30159,0.301589,1e-06
329,0.009547,0.009547,0.0
330,0.000436,0.000436,0.0
331,0.208979,0.20898,1e-06
332,0.009327,0.009327,0.0
333,1.051228,1.051227,1e-06
334,0.4023,0.4023,0.0
335,0.034907,0.034907,0.0
336,0.117006,0.117006,0.0
337,0.059545,0.059545,0.0
338,9.7e-05,9.6e-05,1e-06
339,0.002145,0.002144,1e-06
340,0.001252,0.001252,0.0
341,0.015597,0.015597,0.0
342,0.008191,0.008191,0.0
343,0.329446,0.329446,0.0
344,0.036397,0.036397,0.0
345,1.168956,1.168956,0.0
346,0.01367,0.01367,0.0
347,0.204009,0.204009,0.0
348,0.382204,0.382205,1e-06
349,0.112357,0.112357,0.0
350,0.06318,0.06318,0.0
351,0.374004,0.374004,0.0
352,0.255346,0.255346,0.0
353,0.000799,0.000799,0.0
354,0.954827,0.954828,1e-06
355,0.309735,0.309734,1e-06
356,0.085046,0.085046,0.0
357,0.172305,0.172306,1e-06
358,0.138226,0.138226,0.0
359,0.094002,0.094003,1e-06
360,0.082916,0.082915,1e-06
361,0.005458,0.005458,0.0
362,0.184272,0.184272,0.0
363,0.025446,0.025446,0.0
364,0.156224,0.156224,0.0
365,0.111443,0.111444,1e-06
366,0.467415,0.467415,0.0
367,0.013853,0.013853,0.0
368,1.623057,1.623057,0.0
369,1.352696,1.352693,3e-06
370,0.730864,0.730864,0.0
371,0.26636,0.26636,0.0
372,0.074041,0.074042,1e-06
373,0.193677,0.193677,0.0
374,0.017321,0.017321,0.0
375,0.000288,0.000288,0.0
376,0.368987,0.368987,0.0
377,0.991618,0.991618,0.0
378,1.018755,1.018756,1e-06
379,0.947104,0.947103,1e-06
380,0.015502,0.015502,0.0
381,1.657533,1.657532,1e-06
382,0.269192,0.269192,0.0
383,0.009477,0.009477,0.0
384,0.000387,0.000387,0.0
385,0.204793,0.204793,0.0
386,0.00946,0.00946,0.0
387,0.970574,0.970573,1e-06
388,0.409965,0.409964,1e-06
389,0.036682,0.036682,0.0
390,0.112546,0.112546,0.0
391,0.060356,0.060356,0.0
392,9.6e-05,9.6e-05,0.0
393,0.001836,0.001836,0.0
394,0.001377,0.001377,0.0
395,0.015563,0.015563,0.0
396,0.008561,0.008561,0.0
397,0.286062,0.286062,0.0
398,0.036245,0.036244,1e-06
399,1.176563,1.176563,0.0
400,0.012526,0.012526,0.0
401,0.207667,0.207667,0.0
402,0.355042,0.355043,1e-06
403,0.1111,0.1111,0.0
404,0.064012,0.064012,0.0
405,0.35302,0.35302,0.0
406,0.246618,0.246618,0.0
407,0.000869,0.000869,0.0
408,0.82891,0.828912,2e-06
409,0.302934,0.302933,1e-06
410,0.091554,0.091554,0.0
411,0.16611,0.166111,1e-06
412,0.144939,0.144939,0.0
413,0.095242,0.095242,0.0
414,0.090785,0.090785,0.0
415,0.00534,0.005341,1e-06
416,0.185059,0.18506,1e-06
417,0.025377,0.025377,0.0
418,0.141369,0.141369,0.0
419,0.10975,0.10975,0.0
420,0.469982,0.469981,1e-06
421,0.013834,0.013834,0.0
422,1.472583,1.472583,0.0
423,1.257602,1.2576,2e-06
424,0.755527,0.755527,0.0
425,0.26682,0.26682,0.0
426,0.073185,0.073185,0.0
427,0.210599,0.210599,0.0
428,0.018007,0.018007,0.0
429,0.000297,0.000297,0.0
430,0.368291,0.36829,1e-06
431,0.989278,0.989278,0.0
432,1.018144,1.018145,1e-06
433,0.936934,0.936934,0.0
434,0.015231,0.015231,0.0
435,1.700133,1.700132,1e-06
436,0.257332,0.257332,0.0
437,0.009876,0.009876,0.0
438,0.000352,0.000352,0.0
439,0.198387,0.198387,0.0
440,0.009401,0.009401,0.0
441,0.907723,0.907721,2e-06
442,0.416811,0.416811,0.0
443,0.03845,0.03845,0.0
444,0.108428,0.108428,0.0
445,0.061136,0.061136,0.0
446,0.000101,0.000101,0.0
447,0.001605,0.001605,0.0
448,0.001499,0.001499,0.0
449,0.015524,0.015523,1e-06
450,0.00891,0.00891,0.0
451,0.253967,0.253967,0.0
452,0.036226,0.036226,0.0
453,1.183407,1.183408,1e-06
454,0.014516,0.014516,0.0
455,0.212593,0.212593,0.0
456,0.332786,0.332787,1e-06
457,0.109154,0.109154,0.0
458,0.065244,0.065244,0.0
459,0.327698,0.327698,0.0
460,0.218979,0.218979,0.0
461,0.000913,0.000914,1e-06
462,0.78726,0.787261,1e-06
463,0.295848,0.295848,0.0
464,0.091937,0.091937,0.0
465,0.161,0.161,0.0
466,0.150122,0.150123,1e-06
467,0.101496,0.101496,0.0
468,0.091125,0.091125,0.0
469,0.005453,0.005453,0.0
470,0.185563,0.185563,0.0
471,0.025316,0.025315,1e-06
472,0.131298,0.131298,0.0
473,0.109642,0.109642,0.0
474,0.45582,0.45582,0.0
475,0.013795,0.013794,1e-06
476,1.409121,1.40912,1e-06
477,1.20346,1.203459,1e-06
478,0.692461,0.69246,1e-06
479,0.268949,0.268949,0.0
480,0.074423,0.074423,0.0
481,0.197175,0.197175,0.0
482,0.018215,0.018214,1e-06
483,0.000306,0.000306,0.0
484,0.36556,0.36556,0.0
485,0.994253,0.994253,0.0
486,0.939591,0.939592,1e-06
487,0.93069,0.93069,0.0
488,0.015433,0.015433,0.0
489,1.635934,1.635933,1e-06
490,0.23354,0.23354,0.0
491,0.009738,0.009737,1e-06
492,0.000324,0.000324,0.0
493,0.195042,0.195043,1e-06
494,0.009542,0.009542,0.0
495,0.856132,0.856131,1e-06
496,0.424102,0.424102,0.0
497,0.039889,0.039889,0.0
498,0.10507,0.10507,0.0
499,0.061977,0.061977,0.0
500,0.0001,0.0001,0.0
501,0.001448,0.001448,0.0
502,0.001598,0.001598,0.0
503,0.015496,0.015496,0.0
504,0.009207,0.009207,0.0
505,0.229397,0.229398,1e-06
506,0.036261,0.036261,0.0
507,1.180686,1.180686,0.0
508,0.01307,0.013071,1e-06
509,0.214733,0.214732,1e-06
510,0.314137,0.314137,0.0
511,0.107771,0.107771,0.0
512,0.066001,0.066002,1e-06
513,0.313457,0.313457,0.0
514,0.215457,0.215456,1e-06
515,0.000965,0.000965,0.0
516,0.697923,0.697924,1e-06
517,0.290478,0.290477,1e-06
518,0.097714,0.097713,1e-06
519,0.155152,0.155152,0.0
520,0.15478,0.15478,0.0
521,0.102279,0.102279,0.0
522,0.098138,0.098138,0.0
523,0.00538,0.00538,0.0
524,0.185659,0.185659,0.0
525,0.025253,0.025253,0.0
526,0.123292,0.123292,0.0
527,0.107934,0.107934,0.0
528,0.456353,0.456353,0.0
529,0.013779,0.013779,0.0
530,1.287442,1.287442,0.0
531,1.139357,1.139355,2e-06
532,0.717577,0.717576,1e-06
533,0.269744,0.269743,1e-06
534,0.072744,0.072744,0.0
535,0.212294,0.212293,1e-06
536,0.018528,0.018528,0.0
537,0.000313,0.000313,0.0
538,0.361364,0.361364,0.0
539,0.98857,0.98857,0.0
540,0.941925,0.941926,1e-06
541,0.915697,0.915697,0.0
542,0.015166,0.015166,0.0
543,1.676947,1.676946,1e-06
544,0.228189,0.228188,1e-06
545,0.010099,0.010099,0.0
546,0.000303,0.000302,1e-06
547,0.18957,0.18957,0.0
548,0.009492,0.009492,0.0
549,0.813562,0.81356,2e-06
550,0.430115,0.430115,0.0
551,0.041286,0.041286,0.0
552,0.101858,0.101858,0.0
553,0.06272,0.06272,0.0
554,0.000104,0.000104,0.0
555,0.001316,0.001316,0.0
556,0.001693,0.001693,0.0
557,0.015458,0.015458,0.0
558,0.00948,0.00948,0.0
559,0.209565,0.209566,1e-06
560,0.036366,0.036366,0.0
561,1.179006,1.179006,0.0
562,0.014951,0.014951,0.0
563,0.218519,0.218519,0.0
564,0.298429,0.29843,1e-06
565,0.105761,0.105761,0.0
566,0.067042,0.067042,0.0
567,0.295689,0.295689,0.0
568,0.195661,0.195661,0.0
569,0.000993,0.000993,0.0
570,0.67292,0.672921,1e-06
571,0.284745,0.284744,1e-06
572,0.097297,0.097297,0.0
573,0.150376,0.150376,0.0
574,0.15852,0.15852,0.0
575,0.108112,0.108112,0.0
576,0.096698,0.096698,0.0
577,0.005535,0.005535,0.0
578,0.185641,0.185641,0.0
579,0.025189,0.025189,0.0
580,0.117816,0.117816,0.0
581,0.107701,0.107701,0.0
582,0.441535,0.441535,0.0
583,0.013743,0.013743,0.0
584,1.244324,1.244324,0.0
585,1.106469,1.106468,1e-06
586,0.661992,0.661991,1e-06
587,0.271719,0.271719,0.0
588,0.073209,0.073209,0.0
589,0.198058,0.198057,1e-06
590,0.018399,0.018399,0.0
591,0.00032,0.00032,0.0
592,0.356017,0.356017,0.0
593,0.989929,0.989929,0.0
594,0.872999,0.873,1e-06
595,0.906385,0.906385,0.0
596,0.01537,0.01537,0.0
597,1.616313,1.616311,2e-06
598,0.209262,0.209262,0.0
599,0.009908,0.009908,0.0
600,0.000284,0.000284,0.0
601,0.186839,0.18684,1e-06
602,0.009612,0.009612,0.0
603,0.776472,0.77647,2e-06
604,0.43614,0.43614,0.0
605,0.042312,0.042312,0.0
606,0.099228,0.099227,1e-06
607,0.063467,0.063468,1e-06
608,0.000103,0.000103,0.0
609,0.001225,0.001225,0.0
610,0.001761,0.001761,0.0
611,0.015427,0.015427,0.0
612,0.009704,0.009704,0.0
613,0.193339,0.193339,0.0
614,0.036498,0.036498,0.0
615,1.170167,1.170167,0.0
616,0.013332,0.013332,0.0
617,0.219828,0.219828,0.0
618,0.285167,0.285167,0.0
619,0.104344,0.104344,0.0
620,0.067626,0.067626,0.0
621,0.285686,0.285686,0.0
622,0.195175,0.195174,1e-06
623,0.001027,0.001027,0.0
624,0.607156,0.607157,1e-06
625,0.280307,0.280306,1e-06
626,0.10217,0.10217,0.0
627,0.145178,0.145179,1e-06
628,0.161742,0.161742,0.0
629,0.108448,0.108448,0.0
630,0.103123,0.103123,0.0
631,0.005478,0.005478,0.0
632,0.185346,0.185346,0.0
633,0.025129,0.025129,0.0
634,0.113064,0.113064,0.0
635,0.106018,0.106019,1e-06
636,0.440492,0.440491,1e-06
637,0.013724,0.013724,0.0
638,1.145051,1.145051,0.0
639,1.058431,1.058429,2e-06
640,0.686419,0.686418,1e-06
641,0.272379,0.272379,0.0
642,0.071142,0.071142,0.0
643,0.211536,0.211536,0.0
644,0.018472,0.018472,0.0
645,0.000325,0.000325,0.0
646,0.349891,0.34989,1e-06
647,0.981254,0.981255,1e-06
648,0.877809,0.877809,0.0
649,0.889533,0.889533,0.0
650,0.0151,0.0151,0.0
651,1.655529,1.655528,1e-06
652,0.207484,0.207484,0.0
653,0.010243,0.010243,0.0
654,0.00027,0.00027,0.0
655,0.182091,0.182092,1e-06
656,0.009551,0.009551,0.0
657,0.744449,0.744447,2e-06
658,0.440853,0.440853,0.0
659,0.043302,0.043302,0.0
660,0.096654,0.096653,1e-06
661,0.064089,0.064089,0.0
662,0.000107,0.000107,0.0
663,0.001141,0.001141,0.0
664,0.001827,0.001827,0.0
665,0.015385,0.015385,0.0
666,0.009906,0.009905,1e-06
667,0.179395,0.179395,0.0
668,0.036663,0.036663,0.0
669,1.163285,1.163285,0.0
670,0.015118,0.015118,0.0
671,0.222981,0.222981,0.0
672,0.273798,0.273799,1e-06
673,0.102364,0.102364,0.0
674,0.068434,0.068434,0.0
675,0.272636,0.272636,0.0
676,0.180115,0.180115,0.0
677,0.00104,0.00104,0.0
678,0.59282,0.592821,1e-06
679,0.275474,0.275473,1e-06
680,0.100949,0.100949,0.0
681,0.140936,0.140936,0.0
682,0.164503,0.164503,0.0
683,0.113826,0.113826,0.0
684,0.100384,0.100384,0.0
685,0.005654,0.005653,1e-06
686,0.185033,0.185033,0.0
687,0.025064,0.025064,0.0
688,0.109857,0.109857,0.0
689,0.10572,0.10572,0.0
690,0.425487,0.425487,0.0
691,0.013686,0.013686,0.0
692,1.116452,1.116451,1e-06
693,1.036045,1.036044,1e-06
694,0.636672,0.636671,1e-06
695,0.273955,0.273954,1e-06
696,0.071162,0.071162,0.0
697,0.19687,0.19687,0.0
698,0.018128,0.018127,1e-06
699,0.00033,0.00033,0.0
700,0.343207,0.343207,0.0
701,0.979718,0.979719,1e-06
702,0.816757,0.816758,1e-06
703,0.879076,0.879076,0.0
704,0.0153,0.0153,0.0
705,1.59784,1.597838,2e-06
706,0.191627,0.191627,0.0
707,0.010012,0.010012,0.0
708,0.000257,0.000257,0.0
709,0.179848,0.179848,0.0
710,0.00964,0.00964,0.0
711,0.715403,0.715402,1e-06
712,0.445425,0.445425,0.0
713,0.043924,0.043924,0.0
714,0.094536,0.094536,0.0
715,0.064692,0.064692,0.0
716,0.000104,0.000104,0.0
717,0.001083,0.001083,0.0
718,0.001867,0.001867,0.0
719,0.01535,0.015349,1e-06
720,0.010064,0.010064,0.0
721,0.167508,0.167508,0.0
722,0.036841,0.036841,0.0
723,1.150876,1.150877,1e-06
724,0.01341,0.01341,0.0
725,0.223898,0.223898,0.0
726,0.264114,0.264115,1e-06
727,0.100981,0.100981,0.0
728,0.068816,0.068816,0.0
729,0.265349,0.265349,0.0
730,0.181429,0.181428,1e-06
731,0.001059,0.001059,0.0
732,0.542281,0.542281,0.0
733,0.271693,0.271692,1e-06
734,0.104935,0.104935,0.0
735,0.136428,0.136428,0.0
736,0.166714,0.166714,0.0
737,0.113748,0.113748,0.0
738,0.106404,0.106404,0.0
739,0.0056,0.005599,1e-06
740,0.184517,0.184517,0.0
741,0.025005,0.025005,0.0
742,0.1068,0.1068,0.0
743,0.104095,0.104095,0.0
744,0.423542,0.423542,0.0
745,0.013661,0.013661,0.0
746,1.034048,1.034047,1e-06
747,0.997208,0.997206,2e-06
748,0.660065,0.660065,0.0
749,0.274283,0.274282,1e-06
750,0.06896,0.068959,1e-06
751,0.209046,0.209045,1e-06
752,0.01806,0.01806,0.0
753,0.000333,0.000333,0.0
754,0.336169,0.336168,1e-06
755,0.968924,0.968924,0.0
756,0.823585,0.823586,1e-06
757,0.861943,0.861943,0.0
758,0.015025,0.015025,0.0
759,1.635253,1.635252,1e-06
760,0.19195,0.19195,0.0
761,0.010327,0.010327,0.0
762,0.000246,0.000246,0.0
763,0.175685,0.175685,0.0
764,0.009561,0.009561,0.0
765,0.689554,0.689553,1e-06
766,0.448824,0.448824,0.0
767,0.044539,0.044539,0.0
768,0.092423,0.092423,0.0
769,0.065163,0.065163,0.0
770,0.000108,0.000108,0.0
771,0.001023,0.001023,0.0
772,0.001906,0.001906,0.0
773,0.015302,0.015302,0.0
774,0.010203,0.010203,0.0
775,0.156876,0.156876,0.0
776,0.03703,0.03703,0.0
777,1.140872,1.140871,1e-06
778,0.015111,0.01511,1e-06
779,0.226684,0.226683,1e-06
780,0.2557,0.255701,1e-06
781,0.099091,0.099091,0.0
782,0.069394,0.069394,0.0
783,0.255343,0.255343,0.0
784,0.169359,0.169359,0.0
785,0.001059,0.001059,0.0
786,0.534732,0.534733,1e-06
787,0.267485,0.267485,0.0
788,0.103024,0.103024,0.0
789,0.132737,0.132738,1e-06
790,0.168804,0.168804,0.0
791,0.118677,0.118678,1e-06
792,0.102731,0.102731,0.0
793,0.005784,0.005784,0.0
794,0.184035,0.184036,1e-06
795,0.024938,0.024938,0.0
796,0.104811,0.104811,0.0
797,0.103774,0.103774,0.0
798,0.408806,0.408806,0.0
799,0.013618,0.013618,0.0
800,1.015519,1.015518,1e-06
801,0.98037,0.980369,1e-06
802,0.615047,0.615046,1e-06
803,0.275385,0.275385,0.0
804,0.068728,0.068728,0.0
805,0.19431,0.19431,0.0
806,0.01759,0.017591,1e-06
807,0.000336,0.000336,0.0
808,0.328937,0.328937,0.0
809,0.96533,0.96533,0.0
810,0.768971,0.768972,1e-06
811,0.851343,0.851343,0.0
812,0.015218,0.015218,0.0
813,1.580067,1.580066,1e-06
814,0.178165,0.178165,0.0
815,0.010065,0.010065,0.0
816,0.000236,0.000237,1e-06
817,0.173836,0.173836,0.0
818,0.009618,0.009618,0.0
819,0.665579,0.665578,1e-06
820,0.452055,0.452056,1e-06
821,0.044812,0.044812,0.0
822,0.090668,0.090668,0.0
823,0.065609,0.065609,0.0
824,0.000105,0.000105,0.0
825,0.000984,0.000984,0.0
826,0.001922,0.001923,1e-06
827,0.015261,0.015261,0.0
828,0.010307,0.010306,1e-06
829,0.147606,0.147607,1e-06
830,0.037226,0.037226,0.0
831,1.126479,1.126479,0.0
832,0.013368,0.013368,0.0
833,0.227408,0.227407,1e-06
834,0.248449,0.248449,0.0
835,0.097777,0.097776,1e-06
836,0.069582,0.069582,0.0
837,0.249839,0.249839,0.0
838,0.171759,0.171758,1e-06
839,0.001065,0.001064,1e-06
840,0.494268,0.494268,0.0
841,0.264179,0.264179,0.0
842,0.10623,0.10623,0.0
843,0.128857,0.128857,0.0
844,0.170304,0.170304,0.0
845,0.118233,0.118233,0.0
846,0.108474,0.108474,0.0
847,0.005724,0.005724,0.0
848,0.183394,0.183394,0.0
849,0.024878,0.024879,1e-06
850,0.102712,0.102712,0.0
851,0.102221,0.102222,1e-06
852,0.406447,0.406447,0.0
853,0.013587,0.013587,0.0
