step,ort_ref_loss,gvsoc_loss,abs_diff
155,0.134238,0.134238,0.0
156,0.338092,0.338091,1e-06
157,0.329978,0.329978,0.0
158,0.23083,0.23083,0.0
159,0.004254,0.004254,0.0
160,0.057198,0.057198,0.0
161,0.099602,0.099602,0.0
162,1.737209,1.737209,0.0
163,0.087559,0.087559,0.0
164,0.017144,0.017144,0.0
165,0.079745,0.079745,0.0
166,0.37418,0.37418,0.0
167,0.085152,0.085152,0.0
168,0.008732,0.008732,0.0
169,0.126061,0.126061,0.0
170,0.060848,0.060848,0.0
171,0.002988,0.002988,0.0
172,0.003721,0.003721,0.0
173,0.063167,0.063167,0.0
174,0.03296,0.03296,0.0
175,0.232729,0.232729,0.0
176,0.017318,0.017318,0.0
177,0.28938,0.28938,0.0
178,0.178785,0.178785,0.0
179,0.019302,0.019302,0.0
180,0.023366,0.023365,1e-06
181,0.124577,0.124578,1e-06
182,0.016542,0.016542,0.0
183,0.028911,0.028911,0.0
184,1.33351,1.333509,1e-06
185,0.315771,0.315771,0.0
186,1.124672,1.124673,1e-06
187,0.120888,0.120888,0.0
188,0.031307,0.031307,0.0
189,0.361612,0.361612,0.0
190,0.056726,0.056726,0.0
191,0.002071,0.00207,1e-06
192,0.538323,0.538323,0.0
193,0.541219,0.541219,0.0
194,0.005073,0.005073,0.0
195,0.755856,0.755855,1e-06
196,0.667085,0.667085,0.0
197,0.031619,0.031619,0.0
198,0.15934,0.15934,0.0
199,0.017106,0.017106,0.0
200,0.861397,0.861397,0.0
201,0.018469,0.018469,0.0
202,0.017591,0.017591,0.0
203,0.46289,0.46289,0.0
204,0.251502,0.251502,0.0
205,0.018183,0.018183,0.0
206,0.380734,0.380734,0.0
207,0.192117,0.192118,1e-06
208,2.440742,2.440742,0.0
209,0.130606,0.130606,0.0
210,0.293488,0.293488,0.0
211,0.375834,0.375834,0.0
212,0.267798,0.267798,0.0
213,0.004184,0.004184,0.0
214,0.05094,0.05094,0.0
215,0.096223,0.096223,0.0
216,1.725823,1.725823,0.0
217,0.080304,0.080304,0.0
218,0.017421,0.017421,0.0
219,0.09431,0.094309,1e-06
220,0.375416,0.375416,0.0
221,0.080489,0.080489,0.0
222,0.009473,0.009473,0.0
223,0.118574,0.118575,1e-06
224,0.060258,0.060258,0.0
225,0.003204,0.003204,0.0
226,0.003868,0.003868,0.0
227,0.06843,0.06843,0.0
228,0.031904,0.031904,0.0
229,0.231764,0.231764,0.0
230,0.018738,0.018738,0.0
231,0.307368,0.307368,0.0
232,0.18937,0.189371,1e-06
233,0.019596,0.019597,1e-06
234,0.021591,0.021591,0.0
235,0.13383,0.13383,0.0
236,0.016777,0.016777,0.0
237,0.02533,0.02533,0.0
238,1.264861,1.264861,0.0
239,0.308603,0.308603,0.0
240,1.0425,1.0425,0.0
241,0.124023,0.124023,0.0
242,0.03089,0.03089,0.0
243,0.351957,0.351957,0.0
244,0.049132,0.049132,0.0
245,0.002153,0.002152,1e-06
246,0.519834,0.519834,0.0
247,0.543931,0.543931,0.0
248,0.005132,0.005133,1e-06
249,0.709629,0.709629,0.0
250,0.634901,0.634902,1e-06
251,0.03257,0.03257,0.0
252,0.135775,0.135775,0.0
253,0.018002,0.018002,0.0
254,0.810864,0.810863,1e-06
255,0.018772,0.018772,0.0
256,0.018464,0.018464,0.0
257,0.47857,0.478569,1e-06
258,0.239507,0.239507,0.0
259,0.01848,0.01848,0.0
260,0.404615,0.404615,0.0
261,0.209058,0.209059,1e-06
262,2.277463,2.277463,0.0
263,0.126603,0.126602,1e-06
264,0.289351,0.289351,0.0
265,0.321134,0.321134,0.0
266,0.262432,0.262433,1e-06
267,0.004048,0.004048,0.0
268,0.046082,0.046082,0.0
269,0.095377,0.095377,0.0
270,1.671822,1.671821,1e-06
271,0.072359,0.072359,0.0
272,0.01761,0.01761,0.0
273,0.080148,0.080148,0.0
274,0.374875,0.374875,0.0
275,0.07683,0.076829,1e-06
276,0.010073,0.010073,0.0
277,0.126088,0.126088,0.0
278,0.059145,0.059145,0.0
279,0.003373,0.003373,0.0
280,0.003901,0.003901,0.0
281,0.071429,0.071429,0.0
282,0.031323,0.031323,0.0
283,0.228824,0.228825,1e-06
284,0.016719,0.016719,0.0
285,0.323893,0.323894,1e-06
286,0.195715,0.195715,0.0
287,0.019759,0.019759,0.0
288,0.020221,0.020221,0.0
289,0.14066,0.140659,1e-06
290,0.016946,0.016946,0.0
291,0.022841,0.022841,0.0
292,1.207172,1.207172,0.0
293,0.303542,0.303542,0.0
294,0.961703,0.961703,0.0
295,0.104995,0.104995,0.0
296,0.030333,0.030333,0.0
297,0.345433,0.345433,0.0
298,0.050494,0.050494,0.0
299,0.002173,0.002172,1e-06
300,0.495288,0.495288,0.0
301,0.538854,0.538854,0.0
302,0.005098,0.005098,0.0
303,0.645627,0.645627,0.0
304,0.606507,0.606507,0.0
305,0.026403,0.026403,0.0
306,0.134886,0.134886,0.0
307,0.017575,0.017576,1e-06
308,0.762238,0.762238,0.0
309,0.018949,0.018949,0.0
310,0.019043,0.019043,0.0
311,0.490734,0.490733,1e-06
312,0.246304,0.246305,1e-06
313,0.018655,0.018656,1e-06
314,0.408088,0.408088,0.0
315,0.220573,0.220573,0.0
316,2.291292,2.291292,0.0
317,0.12244,0.12244,0.0
318,0.261515,0.261515,0.0
319,0.371889,0.371889,0.0
320,0.279109,0.279109,0.0
321,0.0039,0.0039,0.0
322,0.042309,0.042309,0.0
323,0.094205,0.094205,0.0
324,1.660764,1.660764,0.0
325,0.069325,0.069325,0.0
326,0.017834,0.017834,0.0
327,0.093041,0.093041,0.0
328,0.377785,0.377785,0.0
329,0.074426,0.074426,0.0
330,0.010437,0.010437,0.0
331,0.11601,0.11601,0.0
332,0.05758,0.05758,0.0
333,0.003541,0.003541,0.0
334,0.003785,0.003785,0.0
335,0.07133,0.07133,0.0
336,0.031299,0.031299,0.0
337,0.224207,0.224207,0.0
338,0.017771,0.01777,1e-06
339,0.329863,0.329863,0.0
340,0.197177,0.197177,0.0
341,0.020001,0.020001,0.0
342,0.019216,0.019216,0.0
343,0.145044,0.145044,0.0
344,0.017137,0.017138,1e-06
345,0.021399,0.021399,0.0
346,1.168897,1.168897,0.0
347,0.302466,0.302466,0.0
348,0.910812,0.910812,0.0
349,0.108668,0.108668,0.0
350,0.029544,0.029544,0.0
351,0.341838,0.341839,1e-06
352,0.045676,0.045675,1e-06
353,0.002137,0.002136,1e-06
354,0.486819,0.48682,1e-06
355,0.535912,0.535912,0.0
356,0.004903,0.004903,0.0
357,0.61926,0.61926,0.0
358,0.587962,0.587962,0.0
359,0.027801,0.027802,1e-06
360,0.119273,0.119273,0.0
361,0.018397,0.018396,1e-06
362,0.725302,0.725302,0.0
363,0.019197,0.019197,0.0
364,0.019492,0.019492,0.0
365,0.497674,0.497673,1e-06
366,0.236678,0.236678,0.0
367,0.018901,0.018901,0.0
368,0.43234,0.43234,0.0
369,0.232191,0.232192,1e-06
370,2.145578,2.145578,0.0
371,0.118239,0.118239,0.0
372,0.265435,0.265434,1e-06
373,0.321336,0.321336,0.0
374,0.26256,0.26256,0.0
375,0.003722,0.003722,0.0
376,0.039275,0.039275,0.0
377,0.094303,0.094303,0.0
378,1.609723,1.609723,0.0
379,0.064285,0.064285,0.0
380,0.017968,0.017968,0.0
381,0.078468,0.078468,0.0
382,0.377986,0.377986,0.0
383,0.072412,0.072412,0.0
384,0.010764,0.010764,0.0
385,0.12191,0.12191,0.0
386,0.055845,0.055845,0.0
387,0.003663,0.003664,1e-06
388,0.003655,0.003654,1e-06
389,0.070713,0.070713,0.0
390,0.031136,0.031136,0.0
391,0.218797,0.218797,0.0
392,0.015711,0.015711,0.0
393,0.337909,0.337909,0.0
394,0.197401,0.197401,0.0
395,0.020119,0.020119,0.0
396,0.0184,0.018401,1e-06
397,0.148414,0.148414,0.0
398,0.017264,0.017263,1e-06
399,0.020156,0.020156,0.0
400,1.131287,1.131287,0.0
401,0.299764,0.299763,1e-06
402,0.85232,0.85232,0.0
403,0.09302,0.09302,0.0
404,0.028716,0.028716,0.0
405,0.338857,0.338857,0.0
406,0.047779,0.047779,0.0
407,0.002084,0.002084,0.0
408,0.469256,0.469256,0.0
409,0.52799,0.52799,0.0
410,0.004724,0.004724,0.0
411,0.572091,0.572091,0.0
412,0.568843,0.568843,0.0
413,0.023352,0.023352,0.0
414,0.120866,0.120866,0.0
415,0.017928,0.017928,0.0
416,0.689215,0.689215,0.0
417,0.019311,0.019311,0.0
418,0.019747,0.019747,0.0
419,0.504681,0.50468,1e-06
420,0.243838,0.243838,0.0
421,0.019009,0.019009,0.0
422,0.43286,0.43286,0.0
423,0.239142,0.239142,0.0
424,2.184005,2.184005,0.0
425,0.114015,0.114015,0.0
426,0.244301,0.2443,1e-06
427,0.373065,0.373065,0.0
428,0.269809,0.269809,0.0
429,0.003552,0.003552,0.0
430,0.036858,0.036859,1e-06
431,0.093645,0.093645,0.0
432,1.603245,1.603245,0.0
433,0.062832,0.062832,0.0
434,0.01814,0.01814,0.0
435,0.09058,0.09058,0.0
436,0.380468,0.380468,0.0
437,0.071186,0.071186,0.0
438,0.010908,0.010908,0.0
439,0.111633,0.111632,1e-06
440,0.053939,0.053939,0.0
441,0.00379,0.00379,0.0
442,0.003457,0.003457,0.0
443,0.06846,0.06846,0.0
444,0.031256,0.031256,0.0
445,0.212681,0.212681,0.0
446,0.016514,0.016513,1e-06
447,0.337979,0.337979,0.0
448,0.195031,0.195031,0.0
449,0.020309,0.020309,0.0
450,0.017789,0.017789,0.0
451,0.150275,0.150275,0.0
452,0.017409,0.017409,0.0
453,0.019421,0.019421,0.0
454,1.105012,1.105012,0.0
455,0.299458,0.299458,0.0
456,0.81637,0.816371,1e-06
457,0.097013,0.097013,0.0
458,0.027799,0.027799,0.0
459,0.336548,0.336549,1e-06
460,0.043892,0.043892,0.0
461,0.002011,0.002011,0.0
462,0.463911,0.463911,0.0
463,0.52419,0.52419,0.0
464,0.004462,0.004462,0.0
465,0.557486,0.557486,0.0
466,0.555972,0.555972,0.0
467,0.024908,0.024909,1e-06
468,0.108855,0.108856,1e-06
469,0.018685,0.018685,0.0
470,0.661735,0.661735,0.0
471,0.01951,0.01951,0.0
472,0.019941,0.019941,0.0
473,0.508206,0.508205,1e-06
474,0.234862,0.234862,0.0
475,0.019209,0.019209,0.0
476,0.454928,0.454928,0.0
477,0.247455,0.247455,0.0
478,2.050184,2.050184,0.0
479,0.109995,0.109995,0.0
480,0.251201,0.251201,0.0
481,0.323382,0.323382,0.0
482,0.250296,0.250296,0.0
483,0.003373,0.003373,0.0
484,0.034844,0.034843,1e-06
485,0.093948,0.093948,0.0
486,1.556456,1.556457,1e-06
487,0.059056,0.059056,0.0
488,0.018226,0.018226,0.0
489,0.076383,0.076383,0.0
490,0.380477,0.380476,1e-06
491,0.070051,0.070051,0.0
492,0.011073,0.011073,0.0
493,0.117079,0.117078,1e-06
494,0.052058,0.052057,1e-06
495,0.003873,0.003873,0.0
496,0.003287,0.003287,0.0
497,0.066567,0.066567,0.0
498,0.031056,0.031056,0.0
499,0.206459,0.206459,0.0
500,0.014584,0.014585,1e-06
501,0.341678,0.341677,1e-06
502,0.192839,0.19284,1e-06
503,0.02039,0.02039,0.0
504,0.017268,0.017268,0.0
505,0.151781,0.151781,0.0
506,0.017498,0.017498,0.0
507,0.018643,0.018643,0.0
508,1.076146,1.076146,0.0
509,0.296445,0.296445,0.0
510,0.770414,0.770414,0.0
511,0.083779,0.083779,0.0
512,0.026894,0.026894,0.0
513,0.334179,0.334179,0.0
514,0.046105,0.046105,0.0
515,0.001941,0.001941,0.0
516,0.448926,0.448927,1e-06
517,0.516053,0.516053,0.0
518,0.004259,0.004259,0.0
519,0.520623,0.520623,0.0
520,0.541138,0.541138,0.0
521,0.021423,0.021423,0.0
522,0.111332,0.111332,0.0
523,0.018182,0.018182,0.0
524,0.634261,0.634262,1e-06
525,0.019574,0.019574,0.0
526,0.019997,0.019997,0.0
527,0.513161,0.513161,0.0
528,0.241742,0.241742,0.0
529,0.019263,0.019263,0.0
530,0.45176,0.45176,0.0
531,0.251377,0.251378,1e-06
532,2.105616,2.105616,0.0
533,0.106007,0.106007,0.0
534,0.233215,0.233215,0.0
535,0.375009,0.375009,0.0
536,0.253788,0.253788,0.0
537,0.003208,0.003208,0.0
538,0.033207,0.033207,0.0
539,0.093318,0.093318,0.0
540,1.554328,1.554328,0.0
541,0.058299,0.058299,0.0
542,0.018357,0.018357,0.0
543,0.088016,0.088017,1e-06
544,0.382169,0.382169,0.0
545,0.069464,0.069464,0.0
546,0.011081,0.011081,0.0
547,0.107255,0.107254,1e-06
548,0.050147,0.050147,0.0
549,0.003966,0.003966,0.0
550,0.003086,0.003086,0.0
551,0.063761,0.063761,0.0
552,0.03109,0.03109,0.0
553,0.200056,0.200056,0.0
554,0.015224,0.015224,0.0
555,0.338668,0.338667,1e-06
556,0.189138,0.189138,0.0
557,0.020538,0.020538,0.0
558,0.01687,0.01687,0.0
559,0.152218,0.152218,0.0
560,0.017605,0.017605,0.0
561,0.018188,0.018188,0.0
562,1.055481,1.055481,0.0
563,0.295599,0.295599,0.0
564,0.742692,0.742692,0.0
565,0.087857,0.087857,0.0
566,0.025982,0.025981,1e-06
567,0.33184,0.33184,0.0
568,0.042602,0.042602,0.0
569,0.001865,0.001864,1e-06
570,0.444588,0.444589,1e-06
571,0.512659,0.512658,1e-06
572,0.004003,0.004003,0.0
573,0.513379,0.513379,0.0
574,0.530969,0.530969,0.0
575,0.023027,0.023027,0.0
576,0.101327,0.101327,0.0
577,0.018888,0.018888,0.0
578,0.613263,0.613263,0.0
579,0.019734,0.019734,0.0
580,0.020025,0.020025,0.0
581,0.515253,0.515252,1e-06
582,0.232954,0.232954,0.0
583,0.019428,0.019428,0.0
584,0.471285,0.471285,0.0
585,0.257425,0.257425,0.0
586,1.979934,1.979934,0.0
587,0.102352,0.102352,0.0
588,0.241343,0.241343,0.0
589,0.325273,0.325273,0.0
590,0.234632,0.234632,0.0
591,0.003044,0.003044,0.0
592,0.031791,0.031791,0.0
593,0.093619,0.093618,1e-06
594,1.511145,1.511145,0.0
595,0.05519,0.055191,1e-06
596,0.018402,0.018403,1e-06
597,0.07436,0.07436,0.0
598,0.38182,0.38182,0.0
599,0.068809,0.068809,0.0
600,0.011142,0.011142,0.0
601,0.112559,0.112558,1e-06
602,0.048351,0.048351,0.0
603,0.004019,0.004019,0.0
604,0.002923,0.002923,0.0
605,0.061592,0.061593,1e-06
606,0.030756,0.030756,0.0
607,0.193895,0.193895,0.0
608,0.01349,0.01349,0.0
609,0.339904,0.339904,0.0
610,0.186134,0.186134,0.0
611,0.020589,0.020589,0.0
612,0.016511,0.016511,0.0
613,0.152618,0.152618,0.0
614,0.017663,0.017663,0.0
615,0.017616,0.017616,0.0
616,1.031296,1.031296,0.0
617,0.291768,0.291768,0.0
618,0.704912,0.704913,1e-06
619,0.076397,0.076397,0.0
620,0.0251,0.025101,1e-06
621,0.329254,0.329254,0.0
622,0.044737,0.044737,0.0
623,0.001797,0.001797,0.0
624,0.430807,0.430807,0.0
625,0.504952,0.504952,0.0
626,0.003817,0.003817,0.0
627,0.483204,0.483203,1e-06
628,0.518454,0.518455,1e-06
629,0.020131,0.020131,0.0
630,0.104129,0.104129,0.0
631,0.018357,0.018357,0.0
632,0.591716,0.591716,0.0
633,0.019758,0.019758,0.0
634,0.019953,0.019953,0.0
635,0.519256,0.519255,1e-06
636,0.239418,0.239418,0.0
637,0.019439,0.019439,0.0
638,0.464928,0.464928,0.0
639,0.259199,0.259199,0.0
640,2.04681,2.046811,1e-06
641,0.098732,0.098732,0.0
642,0.225099,0.225099,0.0
643,0.376485,0.376485,0.0
644,0.236717,0.236716,1e-06
645,0.002896,0.002896,0.0
646,0.030626,0.030625,1e-06
647,0.092882,0.092882,0.0
648,1.512257,1.512257,0.0
649,0.05479,0.05479,0.0
650,0.018501,0.018501,0.0
651,0.085609,0.085609,0.0
652,0.382747,0.382747,0.0
653,0.06857,0.06857,0.0
654,0.011063,0.011063,0.0
655,0.103294,0.103294,0.0
656,0.046586,0.046586,0.0
657,0.004086,0.004086,0.0
658,0.002743,0.002743,0.0
659,0.058836,0.058836,0.0
660,0.030668,0.030668,0.0
661,0.187801,0.187801,0.0
662,0.014022,0.014022,0.0
663,0.335178,0.335177,1e-06
664,0.182116,0.182117,1e-06
665,0.020702,0.020702,0.0
666,0.016231,0.016231,0.0
667,0.152181,0.152182,1e-06
668,0.017739,0.017739,0.0
669,0.01729,0.01729,0.0
670,1.0139,1.0139,0.0
671,0.290226,0.290226,0.0
672,0.682297,0.682297,0.0
673,0.080406,0.080406,0.0
674,0.024255,0.024255,0.0
675,0.326611,0.326611,0.0
676,0.041445,0.041446,1e-06
677,0.001728,0.001728,0.0
678,0.426835,0.426835,0.0
679,0.502156,0.502156,0.0
680,0.003587,0.003587,0.0
681,0.48075,0.48075,0.0
682,0.509798,0.509797,1e-06
683,0.021736,0.021736,0.0
684,0.095437,0.095437,0.0
685,0.019021,0.019021,0.0
686,0.575169,0.575169,0.0
687,0.019887,0.019887,0.0
688,0.019871,0.019871,0.0
689,0.520584,0.520584,0.0
690,0.230704,0.230704,0.0
691,0.019576,0.019577,1e-06
692,0.482244,0.482244,0.0
693,0.263608,0.263608,0.0
694,1.926756,1.926756,0.0
695,0.095497,0.095497,0.0
696,0.233793,0.233793,0.0
697,0.32649,0.32649,0.0
698,0.218984,0.218985,1e-06
699,0.002753,0.002753,0.0
700,0.029578,0.029578,0.0
701,0.093128,0.093128,0.0
702,1.471831,1.471831,0.0
703,0.052097,0.052097,0.0
704,0.018515,0.018515,0.0
705,0.072479,0.072479,0.0
706,0.382065,0.382065,0.0
707,0.068172,0.068172,0.0
708,0.011055,0.011055,0.0
709,0.108515,0.108515,0.0
710,0.044968,0.044968,0.0
711,0.004115,0.004115,0.0
712,0.002599,0.002599,0.0
713,0.05675,0.05675,0.0
714,0.030209,0.030209,0.0
715,0.182098,0.182098,0.0
716,0.012491,0.012491,0.0
717,0.3349,0.3349,0.0
718,0.178938,0.178938,0.0
719,0.020729,0.02073,1e-06
720,0.015964,0.015964,0.0
721,0.151878,0.151878,0.0
722,0.017773,0.017772,1e-06
723,0.016826,0.016826,0.0
724,0.992795,0.992795,0.0
725,0.285682,0.285682,0.0
726,0.650454,0.650454,0.0
727,0.070298,0.070298,0.0
728,0.023443,0.023443,0.0
729,0.323655,0.323656,1e-06
730,0.043456,0.043456,0.0
731,0.001669,0.001668,1e-06
732,0.413834,0.413834,0.0
733,0.494946,0.494946,0.0
734,0.003427,0.003427,0.0
735,0.455101,0.455101,0.0
736,0.49875,0.49875,0.0
737,0.019221,0.019221,0.0
738,0.098345,0.098345,0.0
739,0.01847,0.01847,0.0
740,0.557748,0.557748,0.0
741,0.01988,0.01988,0.0
742,0.019716,0.019716,0.0
743,0.524003,0.524003,0.0
744,0.236755,0.236755,0.0
745,0.019552,0.019552,0.0
746,0.473463,0.473463,0.0
747,0.263821,0.263822,1e-06
748,2.001216,2.001216,0.0
749,0.092278,0.092278,0.0
750,0.218656,0.218656,0.0
751,0.377211,0.377211,0.0
752,0.220581,0.220581,0.0
753,0.002624,0.002624,0.0
754,0.028707,0.028708,1e-06
755,0.092261,0.092261,0.0
756,1.475199,1.475199,0.0
757,0.051904,0.051904,0.0
758,0.018587,0.018587,0.0
759,0.083374,0.083374,0.0
760,0.382344,0.382343,1e-06
761,0.068116,0.068116,0.0
762,0.010918,0.010918,0.0
763,0.099772,0.099772,0.0
764,0.0434,0.0434,0.0
765,0.004164,0.004164,0.0
766,0.002444,0.002444,0.0
767,0.054232,0.054232,0.0
768,0.030019,0.030019,0.0
769,0.176559,0.176559,0.0
770,0.012951,0.01295,1e-06
771,0.329196,0.329195,1e-06
772,0.174992,0.174993,1e-06
773,0.020814,0.020814,0.0
774,0.01575,0.01575,0.0
775,0.150882,0.150883,1e-06
776,0.017823,0.017823,0.0
777,0.016568,0.016568,0.0
778,0.977693,0.977693,0.0
779,0.283598,0.283598,0.0
780,0.631314,0.631315,1e-06
781,0.074153,0.074153,0.0
782,0.022687,0.022687,0.0
783,0.320742,0.320742,0.0
784,0.040323,0.040323,0.0
785,0.00161,0.00161,0.0
786,0.410055,0.410056,1e-06
787,0.492666,0.492667,1e-06
788,0.003227,0.003227,0.0
789,0.455855,0.455855,0.0
790,0.491076,0.491076,0.0
791,0.020808,0.020809,1e-06
792,0.090609,0.090609,0.0
793,0.019099,0.019099,0.0
794,0.5443,0.5443,0.0
795,0.019984,0.019984,0.0
796,0.01956,0.01956,0.0
797,0.524796,0.524795,1e-06
798,0.228108,0.228108,0.0
799,0.019669,0.019669,0.0
800,0.489043,0.489043,0.0
801,0.267026,0.267026,0.0
802,1.885133,1.885134,1e-06
803,0.08945,0.08945,0.0
804,0.227638,0.227638,0.0
805,0.32698,0.32698,0.0
806,0.204489,0.204489,0.0
807,0.002501,0.002501,0.0
808,0.027894,0.027894,0.0
809,0.092449,0.092449,0.0
810,1.436882,1.436882,0.0
811,0.049501,0.049501,0.0
812,0.018577,0.018577,0.0
813,0.070722,0.070722,0.0
814,0.381401,0.381401,0.0
815,0.06785,0.06785,0.0
816,0.010866,0.010866,0.0
817,0.104904,0.104904,0.0
818,0.041982,0.041982,0.0
819,0.004177,0.004177,0.0
820,0.00232,0.00232,0.0
821,0.052336,0.052336,0.0
822,0.02947,0.02947,0.0
823,0.171454,0.171453,1e-06
824,0.011607,0.011607,0.0
825,0.327947,0.327947,0.0
826,0.171886,0.171886,0.0
827,0.020821,0.020822,1e-06
828,0.015533,0.015533,0.0
829,0.150119,0.150119,0.0
830,0.017837,0.017837,0.0
831,0.016168,0.016168,0.0
832,0.958913,0.958913,0.0
833,0.278576,0.278576,0.0
834,0.604084,0.604085,1e-06
835,0.065118,0.065118,0.0
836,0.021959,0.021959,0.0
837,0.317467,0.317467,0.0
838,0.042205,0.042205,0.0
839,0.001559,0.001559,0.0
840,0.397715,0.397715,0.0
841,0.485881,0.485881,0.0
842,0.003092,0.003092,0.0
843,0.43337,0.43337,0.0
844,0.481077,0.481077,0.0
845,0.018551,0.018551,0.0
846,0.093528,0.093528,0.0
847,0.018534,0.018534,0.0
848,0.529805,0.529805,0.0
849,0.019951,0.019951,0.0
850,0.019351,0.019351,0.0
851,0.527763,0.527763,0.0
852,0.233788,0.233788,0.0
853,0.019615,0.019615,0.0
854,0.478539,0.478539,0.0
855,0.266106,0.266106,0.0
856,1.96457,1.96457,0.0
857,0.086612,0.086612,0.0
858,0.213278,0.213277,1e-06
859,0.377207,0.377207,0.0
860,0.205949,0.20595,1e-06
861,0.002391,0.002391,0.0
